,name,revision_id
1847,Teresa Efua Asangono,1094993024
1848,Edward Barleycorn,969610175
1849,Adolfo Obiang Biko,1105469931
1850,Rita Bosaho,1092491399
1851,Acacio Mañé Ela,1085315018
1852,Pelayo Eribo,1114272312
1853,Gabriel Mbaga Obiang Lima,1108829755
1854,Atanasio Ndongo Miyone,1094094634
1855,Gaudencio Mohaba Mesu,1080067659
1856,Cruz Melchor Eya Nchama,1106746387
1857,Armengol Ondo Nguema,1040383681
1858,Eulogio Oyó,1085896072
1859,Ahmed Mohammed Nasser,1110425153
1860,Ambaye Wolde Mariam,1065904185
1861,Girma Asmerom,1093428364
1862,Tedla Bairu,1068397028
1863,Berhane Habtemariam,1077790341
1864,Ibrahim Harun,983020940
1865,Abraha Kassa,1074904726
1866,Abdulkadir Kebire,1106388672
1867,Abraham Kidane,1007942515
1868,Mohammed Saeed Nawed,723260380
1869,Ibrahim Omer,1106896920
1870,Romodan Mohammed Nur,1104147526
1871,Lehte Hainsalu,1063515288
1872,Carl Robert Jakobson,1109789577
1873,August Janson,1053019919
1874,Elmar Järvesoo,1038769527
1875,Sergei Jürgens,1028657999
1876,Karl Kark,1098677715
1877,Aleksander Kask,1048418741
1878,Harald Laksberg,1092962963
1879,Jüri Liim,1093563524
1880,Jaan Lippmaa,1108623962
1881,Aino-Eevi Lukas,1112291314
1882,Tiit Matsulevitš,1083062314
1883,Friedrich Niggol,1098878036
1884,Arvo Niitenberg,1091114797
1885,Eha Pärn,1058679187
1886,Verner Hans Puurand,1082103275
1887,Theodor Rõuk,1114964021
1888,Arved Ruusa,1098879983
1889,Toomas Sildmäe,1062612379
1890,Heino Sisask,1084444093
1891,Eduard von Stackelberg,1072240932
1892,Aleksander Stern,1098161404
1893,Ants Tamme,1046759279
1894,Kirill Teiter,1092152864
1895,Georg Trašanov,1093236480
1896,Artur Vallner,1063815429
1897,Ants Veetõusme,1108465393
1898,Atnafu Abate,1091330135
1899,Mohamed Abdulghani,1015964664
1900,Almayahu Haile,1063011807
1901,Juneidi Basha,1107047712
1902,Tadesse Birru,1108621571
1903,Darge Sahle Selassie,1099573513
1904,Asrat Desta,1056728307
1905,Ergoge Tesfaye,1059539493
1906,Fitsum Assefa,1085929590
1907,Alimirah Hanfare,1075233350
1908,Mawlid Hayir,1079991048
1909,Adem Ibrahim,1015964623
1910,Kitaw Ejigu,1095525004
1911,Wondimu Kurta,1108035809
1912,Lencho Letta,1107968444
1913,Mogus Wolde Mikael,1112916781
1914,Jawar Mohammed,1094608483
1915,Mulu Solomon,1106496565
1916,Sophia Yilma,1026135640
1917,Su'ad Ahmed Farah,857925192
1918,Tekle Wolde Hawaryat,1095575093
1919,Teklewold Atnafu,1101239492
1920,Tsegaye Mamo,1109728586
1921,Andargachew Tsege,1075086484
1922,Erhart Aten,1104278667
1923,Gideon Doone,1104278830
1924,John Ehsa,1112791021
1925,Jack Fritz,1077106459
1926,Tony Ganngiyan,1109390620
1927,Gerson Jackson,1112222920
1928,Lyndon Jackson,1072343229
1929,John Mangefel,1104284808
1930,Masao Nakayama,1054456354
1931,Wesley Simina,1105544125
1932,Ansito Walter,993631245
1933,Robert Weilbacher,1102379216
1934,Strik Yoma,1086142871
1935,Nelson Delailomaloma,1066885088
1936,Manilal Doctor,1026524002
1937,Ema Druavesi,1081755736
1938,James Fong,1096907368
1939,William Goodsir,1027605353
1940,Hafizud Deen Khan,1114460174
1941,Apenisa Kurisaqila,1021053596
1942,Injimo Managreve,705254033
1943,Metuisela Mua,1079124027
1944,Pio Tabaiwalu,1101202238
1945,Saula Telawa,1092280528
1946,Samuela Vunivalu,1005271427
1947,Josaia Waqabaca,904395471
1948,Tanya Waqanika,1050607695
1949,Markku Andersson,1043222611
1950,Erik Berg (politician),1112445645
1951,Arthur Brofeldt,1050506093
1952,Anders Chydenius,1113818970
1953,Selim Ekbom,997338039
1954,Erik Fleming (councilor),1066740982
1955,Klaus Fleming,1088318870
1956,Jakob Gadolin,1097260549
1957,Mikhail Fyodorovich Ganskau,1051760370
1958,Carl Axel Gottlund,1100912151
1959,Lars Gabriel von Haartman,1113826495
1960,Ilkka Hakalehto,1106130121
1961,Max Jakobson,1111495545
1962,Fritz Arthur Jusélius,1019712970
1963,Aleksander von Kothen,1050404318
1964,Paul Kraatz,1089806349
1965,Antti Kuosmanen,1093737619
1966,Carl Fabian Langenskiöld,1095875877
1967,Reino Ragnar Lehto,1086802978
1968,Keijo Liinamaa,1082695153
1969,Verner Lindberg,1113086506
1970,Olavi Mäenpää,1113275201
1971,Nils Mustelin,1101309871
1972,Kirsi Piha,1011166320
1973,Toivo Topias Pohjala,1113515295
1974,Karl August Ramsay,1051401383
1975,Elisabeth Rehn,1096605773
1976,Eino S. Repo,1050674268
1977,Matti Saarinen,1099827826
1978,Helvi Sipilä,1099355206
1979,Georg Magnus Sprengtporten,1113778414
1980,Jacob Magnus Sprengtporten,1113778594
1981,Aleksander Strandman,1050404209
1982,Christoffer Taxell,1096094038
1983,Heikki Heikinpoika Vaanila,1080391577
1984,Jaana Vasama,1095884412
1985,Miranda Vuolasranta,1106633718
1986,Nils Westermarck,1019861873
1987,Anders Wirenius,1049923720
1988,Konni Zilliacus (senior),951511687
1989,Jean Poldo d'Albenas,1067933042
1990,Édouard André (art collector),1108055042
1991,François-Gabriel d'Angeac,1063028734
1992,Auguste Louis Albéric d'Arenberg,1100525208
1993,Hubert Astier,1104817709
1994,Raymond-Max Aubert,1082744437
1995,Pierre-François Audry de Puyraveau,1041685091
1996,Antoine Avinin,1114330738
1997,Henri Barbet,1058537909
1998,Monique Barbut,1033584307
1999,Umberto Battist,1100351289
2000,Jean-François Bazin,1103928744
2001,"Marc de Beauvau, Prince of Craon",1103625797
2002,Daniel Béguin,1092313908
2003,Soheib Bencheikh,1076962736
2004,Jean-Pierre Berçot,1014505332
2005,Michel Berson,1035977192
2006,Georges Berthoin,1081106442
2007,Bertrand de La Chesnais,1082303676
2008,Bertrand Nogaro,1082745594
2009,Franck Biancheri,1105481883
2010,Olivier Bianchi,1110744540
2011,Adolphe Billault,1104724730
2012,Jean Bonaventure Birotteau,1100907137
2013,Pierre Philibert de Blancheton,1008128433
2014,Antoine Blondel,1016683924
2015,Roland Bondonny,1095782494
2016,Gian Paolo Borghetti,1044208725
2017,Élisabeth Borne,1114924450
2018,Paul Boudet,1097825452
2019,Gérard Boulanger,1097825550
2020,Albert Bourderon,1067038452
2021,François Bourdon,1029331850
2022,Anne du Bourg,1094440098
2023,Raphaël Bouton,1105641399
2024,Marie Bové,962575919
2025,"Alexandre Jean-Baptiste de Boyer, Marquis d'Éguilles",1078677061
2026,Pierre Étienne Bourgeois de Boynes,782996380
2027,Adolphe Brezet,1104663398
2028,Franck Briffaut,1103217675
2029,Barnabé Brisson,1093929154
2030,"Victor-François, 8th duc de Broglie",1084041714
2031,Gilberte Brossolette,1070079491
2032,Pierre Broussel,1050634478
2033,Michel Bruguier,1082745423
2034,Dominique Bucchini,1061804332
2035,Bureau de La Rivière,1105433275
2036,Étienne-Laurent-Pierre Burnel,1082744694
2037,Jean Capelle (politician),1067067425
2038,Léon Carcassonne,1007233683
2039,Pierre Cary,1050495074
2040,Ignace Caseneuve,1019146161
2041,Charles Cassal,924509169
2042,Jacques la Caze,1109449561
2043,Max-Théodore Cerfberr,1039643142
2044,Robert Chapuis,1107371389
2045,Jean Charbonnel,969097582
2046,Jean Auguste de Chastenet de Puységur,1098455433
2047,Pierre-Jean-Baptiste Chaussard,982872895
2048,Henri Philippe de Chauvelin,1067874732
2049,Armand Chouffet,1085636232
2050,Pierre-Suzanne-Augustin Cochin,1026749529
2051,Colette Codaccioni,1014506054
2052,Édouard Colbert de Villacerf,1101166764
2053,Maurice Colrat,1035898437
2054,Honoré Commeurec,1082414528
2055,Corinne Bouchoux,1096232063
2056,Jean Cotereau,1010731404
2057,Paul Cotte,1050652500
2058,Georges Coulon,1097830070
2059,Michel Craplet,1087935075
2060,Jacques Antoine Creuzé-Latouche,1097830813
2061,Pierre Daru,1084279564
2062,Yves de Daruvar,1113513795
2063,Claude Alphonse Delangle,1097831850
2064,Victor Denain,1005635886
2065,Ernest Denis,1084137789
2066,Louis Grégoire Deschamps Destournelles,1011997337
2067,Martial Borye Desrenaudes,1067855906
2068,Éric Di Meco,1101972691
2069,Henry Dorgères,1056023413
2070,Nicolas du Bosc,1067934529
2071,Guillaume du Tillot,948072002
2072,Antoine du Verdier,1082744106
2073,Émile-Jules Dubois,1076271376
2074,Lucien-Rene Duchesne,851199022
2075,Théodore Ducos,1058537128
2076,Édouard Dunglas,1067926801
2077,Olivier Dutheillet de Lamothe,1094204364
2078,Jean-Baptiste Duvergier,1097834473
2079,"Claude Louis d'Espinchal, marquis de Massiac",1101896910
2080,Auguste Louis Antoine Fabre,957313460
2081,Jules-François-Paul Fauris de Saint-Vincens,1105667020
2082,Nasser Ramdane Ferradj,1100351389
2083,Lucien Finel,1110536778
2084,Jacques Fournier (government official),1098598167
2085,François II de Beauharnais,903067760
2086,Jean Frydman,1100352027
2087,Xavier de Fürst,1056703720
2088,Charles Ganilh,1067808226
2089,Agénor de Gasparin,1082162174
2090,Joseph Matthias Gérard de Rayneval,997745594
2091,Charles Le Bègue de Germiny,1082744148
2092,Roland Giberti,955452341
2093,Georges Ginoux,1096065024
2094,Brigitte Girardin,1082744185
2095,Olivier Giscard d'Estaing,1105690313
2096,François Louis Auguste Goiran,1082744476
2097,Marie-Thérèse Goutmann,1026474883
2098,Madeleine de Grandmaison,1056746059
2099,Ernest Granger,1076592057
2100,Jean-Henry-Louis Greffulhe,1112230604
2101,Louis Grillot,1106686659
2102,Alain Griset,1089002351
2103,Jules Gros (journalist),1093401635
2104,Odette Grzegrzulka,1104771590
2105,Guillaume IV de Melun,1067877319
2106,Joseph-Ignace Guillotin,1111272997
2107,Joseph Guinard,959651896
2108,Maurice d'Hartoy,995050241
2109,Guy Hascoët,1056747043
2110,"Charles Louis Bernard de Cléron, comte d'Haussonville",1067846753
2111,Paul Hay du Chastelet,997682962
2112,Louis-Étienne Héricart de Thury,1075236229
2113,Édouard Hervé,1084277287
2114,Philippe Hervieu,1092778353
2115,Prosper Hochet,1021076730
2116,"Charles Louis Huguet, marquis de Sémonville",1081082798
2117,Georges Humann,1082744637
2118,Philippe Hurault de Cheverny,1093422949
2119,Max Hymans,1044123593
2120,Laurent Jacobelli,1114706891
2121,Jean-Pierre Gorges,1106117826
2122,Armand Félix Marie Jobbé-Duval,1082744075
2123,Édouard Jonas,1042856307
2124,Jean Kaltenbach,1100351334
2125,Philippe Karsenty,1114892620
2126,Pierre-Charles Krieg,1102306848
2127,Étienne de La Grange,1067940807
2128,"François-René de La Tour du Pin Chambly, marquis de La Charce",1067646077
2129,Guillaume-Xavier Labbey de Pompières,1041683862
2130,Joachim Labrouche,1056915263
2131,Suzanne Lacore,1110950805
2132,Jean-Baptiste Lacoste,1056915372
2133,Chrétien François de Lamoignon de Basville,1042575253
2134,Antoine-Adrien Lamourette,1068403285
2135,Hyacinthe Gaëtan de Lannion,1083146472
2136,Louis Lareng,1108483794
2137,Hippolyte Laroche,1016084594
2138,Marc David Alba Lasource,1079932605
2139,Lucien Le Foyer,1097841196
2140,Jean Le Mercier,1067920653
2141,Patrick Leclercq,1094044508
2142,Adrien de Lezay-Marnésia,1067876372
2143,Gustave Lhopiteau,1047972863
2144,Eric Loiselet,1082744804
2145,David Lorion,1094475527
2146,Charles Luca,1056918597
2147,Jean-Baptiste Mailhe,1106110853
2148,Jacques-Antoine Manuel,1092028739
2149,Jacques Marquet de Montbreton de Norvins,1034252351
2150,Damien de Martel,1087438466
2151,Henri Martin (winemaker),1067813083
2152,Philippe Massoni,1097454062
2153,Jean Mattéoli,1095618313
2154,Charlemagne de Maupas,1058537657
2155,Jeanne Mélin,1067041266
2156,Émile-Justin Menier,1107107209
2157,Paul Mentré,1115036455
2158,Jean Ernest Mercier,1060089304
2159,Dominique Meyer,1096058170
2160,Daniel Mio,1101221150
2161,Bon-Adrien Jeannot de Moncey,1058640914
2162,Joseph François Augustin Monneron,883964038
2163,Gérard Montassier,1100353450
2164,Guillaume-Isidore Baron de Montbel,1011997346
2165,Jean Baptiste Antoine Auget de Montyon,1067722137
2166,Yvon Morandat,1107595141
2167,Bernard Morel (economist),1098804764
2168,Alex Moscovitch,1069907006
2169,Ilham Moussaïd,1099922454
2170,Lionel de Moustier,1082391687
2171,Simon Nora,1082168099
2172,Albert Ollivier,1084584916
2173,Érik Orsenna,1081472130
2174,Louis Pailhas,1112614011
2175,Philippe Paolantoni,1100822300
2176,Alexandre Parodi,1114330360
2177,Pierre Pasquini,1049369444
2178,Constantin Pecqueur,1107566909
2179,Hélène Pelosse,1040666223
2180,François-Xavier de Peretti,1050652439
2181,Joseph Périer,1111580311
2182,Victor Perret,1014506148
2183,Marc Perrin de Brichambaut,1095867371
2184,Marcel Petiot,1111961176
2185,Henri Peyroux de la Coudrenière,939917134
2186,"Louis Phélypeaux, comte de Saint-Florentin",1067590832
2187,"Louis Phélypeaux, marquis de La Vrillière",1067707780
2188,"Louis Phélypeaux, seigneur de La Vrillière",1067769050
2189,Hajasoa Vololona Picard,1070552905
2190,Louis Pierna,1106902703
2191,Pierre Ferri-Pisani,1105248262
2192,Ernest Pinard,1097917556
2193,Christophe Porquier,1070642143
2194,Antoine Portail,1034304794
2195,Michel Pouzol,1050936152
2196,Henri Pozzi,1044712445
2197,Rodolphe Prager,1083697354
2198,Francis de Pressensé,1109074521
2199,Angèle Préville,1090314219
2200,Gabriel Puaux,1014505899
2201,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1028266238
2202,Jean-Marie Rausch,1112230445
2203,Jean Reboul,1078446564
2204,Marie Roch Louis Reybaud,1033977038
2205,René Ribière,1041685164
2206,Antoine Richard du Cantal,1014225041
2207,Marthe Richard,1099050150
2208,Philippe Rio,1104409292
2209,Jean Gabriel Maurice Rocques,1084299616
2210,Joseph Romain-Desfossés,1104367647
2211,José Rossi,1057534232
2212,Sandrine Rousseau,1114415628
2213,Alexandre Rousselin de Saint-Albin,1084300380
2214,Ernest de Royer,1097929651
2215,"Armand Charles Emmanuel Guignard, comte de Saint-Priest",1100727957
2216,Jean Sauvage,1026702472
2217,Jean-Baptiste Say,1112994737
2218,Lucile Schmid,1114853737
2219,Michel Souplet,1102390019
2220,Anton Carl Ludwig von Tabouillot,968436799
2221,Claude Taleb,1057709881
2222,François-Alexandre Tardiveau,1097931338
2223,Jean Tavernier,1102536154
2224,Pierre Edmond Teisserenc de Bort,1082741642
2225,François Auguste de Thou,1068356846
2226,Jacques-Alexis Thuriot de la Rosière,1079933261
2227,Lionel Tivoli,1111142368
2228,Jean-Michel Tobie,1057711903
2229,Charles de Varigny,1074726624
2230,Henri-Auguste-Georges du Vergier,1093617817
2231,Gaston Vidal,985470476
2232,Jean-Paul-Alban Villeneuve-Barcement,1101593671
2233,Adolphe Vuitry,1104724822
2234,Laurent Wetzel,1100263797
2235,Charles Emile Wickersheimer,1055444494
2236,Fred Zeller,1084196242
2237,Éric Zemmour,1112562821
2238,Jean-Marie Zoellé,1104091453
2239,Jean Zyromski,1086798723
2240,Mathurin Anghiley,1025291924
2241,Jean-Hilaire Aubame,1105996544
2242,Paul Gondjout,1105996818
2243,Erlyne Antonella Ndembet,1100454050
2244,Estelle Ondo,1107214410
2245,Ida Reteno Assonouet,1053608075
2246,Abou Karamba Kassamba,1109005014
2247,Ajaaratou Satang Jow,1096298330
2248,Amie Bojang-Sissoho,1088360793
2249,Abdoulie Bojang,1009847235
2250,Buba Samura,1109005820
2251,Fatou Sanyang Kinteh,1112551531
2252,Mai Fatty,1113100028
2253,Omar Gassama,1061724992
2254,Modou Bamba Gaye,1009847195
2255,Amadou Scattred Janneh,1059365217
2256,Fabakary Jatta,1086017014
2257,Joseph Henry Joof,1099209990
2258,Kunda Kamara,1113498194
2259,Lucretia St. Clair Joof,1063074971
2260,Muhammed Magassy,1009849522
2261,Basiru Mahoney,1099211698
2262,Alieu Badara Njie,1021130685
2263,Momodou Sabally,1091668111
2264,Lamin Saine,1018074300
2265,Pap Cheyassin Secka,1112373531
2266,Alieu Badara Saja Taal,1112551276
2267,Zaur Ardzinba,1089310400
2268,Gennadi Berulava,919556858
2269,Mikhail Bgazhba,1060118428
2270,Samson Chanba,963109084
2271,Efrem Eshba,1001303004
2272,Almas Japua,949821890
2273,Batal Kobakhia,944899943
2274,Valerian Kobakhia,1113808003
2275,Nestor Lakoba,1105224625
2276,Sumbat Saakian,1046266028
2277,Shota Shamatava,723736482
2278,Bagrat Shinkuba,1084452914
2279,Werner E. Ablaß,1100348263
2280,Karl Gustav Ackermann,1000117915
2281,Shqiprim Arifi,1082363143
2282,Rudi Arndt,1107533445
2283,Rudolf Bahro,1107876591
2284,Otto Ballerstedt,1113203053
2285,Joachim Otto von Bassewitz,1093387234
2286,Bruno Baum,1084699735
2287,Karl Theodor Bayrhoffer,1083425343
2288,Otto Beck,961688162
2289,Klaus Bernbacher,1043818216
2290,Gerhard Besier,1085857797
2291,Georg von Blumenthal,1069224768
2292,Johann Christian von Boyneburg,1068219706
2293,Kristin Brinker,1079038395
2294,Rudolf Brinkmann (economist),1102950546
2295,Wolfram Brück,1112976357
2296,Heinrich von Brühl,1108940872
2297,Ignatz Bubis,1097419085
2298,Stephan von Dassel,1105055233
2299,Karamba Diaby,1112293494
2300,John Ehret,1105466617
2301,Karl Eichfeld,1074867565
2302,Dieter Engels,1096417332
2303,Christian Wilhelm Karl Ewald,721838555
2304,Christian August von Eyben,1034821660
2305,Georg Fein,1083507112
2306,Heinrich Fleißner,1069865479
2307,Friedrich Johannes Frommann,1093387022
2308,Paul Fugger von Kirchberg und Weißenhorn,961559177
2309,Günter Gaus,1101404633
2310,Friedrich von Gentz,1105538317
2311,Tobias Goldschmidt,1102569953
2312,Carl Heinrich Wilhelm Hagen,1089339965
2313,Gert Haller,1068252041
2314,Karl Harrer,1028295986
2315,Roland Heintze,1068223262
2316,Hermann Heller (legal scholar),1095832234
2317,Jakob Heller,1068264022
2318,Ernst Henrici,990661354
2319,Georg Herber,1063336993
2320,Rudolf Hilf,1065378015
2321,Joseph Hillebrand,1085956099
2322,Ulrike Höfken,1085014516
2323,Herwart von Hohenburg,1044168190
2324,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1064760958
2325,Hermann Eduard von Holst,1085957484
2326,Friedrich von Holstein,1111872470
2327,Martin Horn (politician),1046681559
2328,Christoph Ernst von Houwald,1082762897
2329,Bernd Hüttemann,1103984958
2330,Emilie Kiep-Altenloh,1084967295
2331,Johann Ludwig Klüber,1001372874
2332,Caio Koch-Weser,1106322517
2333,Tobias Köck,992518323
2334,Francis Kruse,1079057379
2335,Gottlob Johann Christian Kunth,1093387209
2336,Dieter Kunzelmann,1109123229
2337,Kurt Blaum,1112069971
2338,Marianne Laqueur,1076451247
2339,Charles Lavy,1074874230
2340,Felix Lichnowsky,1077654837
2341,Moriz Lieber,1027471881
2342,Eduard von Liebert,1109188118
2343,Ludwig von Lützow (politician),804957332
2344,Carl Otto von Madai,1085599848
2345,Wolfgang Mischnick,1112295425
2346,Armin Mohler,1109261988
2347,Max Montgelas,1068164318
2348,Wolfgang Müller von Königswinter,1042527354
2349,Joseph Musiol,1016666026
2350,Theodor Olshausen,1113510313
2351,Dietrich Heinrich Ludwig von Ompteda,1087370444
2352,Max von Oppenheim,1094067330
2353,Christian Friedrich von Otto,1012546526
2354,Christian Theodor Overbeck,1098863553
2355,Hans Paasche,1069647177
2356,Walter von Saint Paul-Illaire,1084965273
2357,Friedrich-Carl Peus,1008949457
2358,H. Busso Peus,1005034968
2359,Wolfgang Pfahl,1099833178
2360,Franz Seraph von Pfistermeister,1107613099
2361,Adolf Pilar von Pilchau,1063814286
2362,Boris Pistorius,1068458723
2363,Gunter Pleuger,1104322145
2364,Eduard Puricelli,1096745331
2365,Johan Rantzau,1115015874
2366,Albrecht von Rechenberg,1113811454
2367,Moritz Rittinghausen,1067085488
2368,Wolfgang Roth (politician),1100825660
2369,Eduard von Schele zu Schelenburg,785399343
2370,Marco Scherbaum,1035698461
2371,Paul Schiemann,1088399730
2372,Ernst Wilhelm von Schlabrendorf,1001280832
2373,Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950
2374,Andreas von Schoeler,1100044716
2375,"Joachim, Count of Schönburg-Glauchau",1107354164
2376,Peter Schott,1083058544
2377,Günther Schwarz (politician),1096148976
2378,"Adam, Count of Schwarzenberg",1081128413
2379,Mignon Schwenke,1078055144
2380,Veit Ludwig von Seckendorff,1060960076
2381,Joachim Siegerist,1114262519
2382,Paul Spiegel,1081789630
2383,Baldur Springmann,1109697793
2384,Ashok-Alexander Sridharan,1093387162
2385,Gerhard Stahl,1106125356
2386,Karl von Starck,1093387150
2387,Gustav Adolf Steengracht von Moyland,1101443177
2388,Henry Ernest of Stolberg-Wernigerode,952858312
2389,Günter-Helge Strickstrack,1101202253
2390,Anna Strohsahl,1072989611
2391,Bertram von Sturm,1105328568
2392,Heinrich Sudermann,1093940916
2393,Anton Tausche,1019260550
2394,Wolfgang Templin,1050277861
2395,Stanislaw Trabalski,1113737373
2396,Heinrich Voelter,1093387113
2397,Hans-Karl von Unger,1070061609
2398,Hellmuth Weiss,1092937402
2399,Hugo Wesendonck,1016582283
2400,Klaus Wiener,1096229854
2401,Willi Brundert,1112014445
2402,Ludwig Georg Winter,1062661561
2403,Hermann Wittich,1011310804
2404,Petra Zais,1056946262
2405,Hans Ziegler (politician),1071469913
2406,Nicolas Zippelius,1093385763
2407,Yaw Owusu Addo,1065923425
2408,Joseph Adjei Buadi,1061628478
2409,Daniel Alolga Akata Pore,1073036835
2410,Chris Bukari Atim,959224438
2411,Ato Austin,1093114915
2412,Kofi Batsa,1087765660
2413,Larry Bimi,1098579767
2414,George Boakye,1073797199
2415,Nana Agyenim Boateng,1093130645
2416,Alhaji Umar B. Bodinga,1093130635
2417,Cornelius Dartey Tay,1114123502
2418,Vincent Kwabena Damuah,1028775193
2419,Daniel Buadi,1109993134
2420,Dickson Adomako Kissi,1105487488
2421,G. A. K. Dzansi,1070814156
2422,Ekow Daniels,1113264331
2423,Emmanuel Kwamina Crentsil,1109989757
2424,Samuel Gyabaah,1107578600
2425,J. E. Casely Hayford,1105203777
2426,Hopeson Adorye,1108880279
2427,Mariam Iddrisu,1106941716
2428,John Kofi Barku Tettegah,1073037069
2429,Agyen Kokobo,1103370225
2430,Kofi Koranteng,1105318021
2431,Ofusu Kwabi,1103370473
2432,Dan Lartey,1073037101
2433,Joshua Makubu,1077828963
2434,Margaret Ocran,1114123721
2435,John Mensah Sarbah,1105403308
2436,Frederick Nanka-Bruce,1101467306
2437,Nelson Kwami Maglo,1115083610
2438,Matthew Opoku Prempeh,1107283015
2439,Benjamin Quartey-Papafio,1107694631
2440,Shani Alhassan Saibu,1093131797
2441,John Hope Smith,1041213534
2442,Sulemanu Kwame Tandoh,1113923144
2443,John van der Puije,1075906576
2444,Victoria Tagoe,1106274564
2445,Nana Oye Mansa Yeboaa,1073037291
2446,Sefis Anastasakos,1114739706
2447,Avraam Vaporidis,1114426656
2448,Christos Daralexis,1083450519
2449,Alcibiades Diamandi,1114419735
2450,Ali Dino,1100574549
2451,Georgios Drys,1100415739
2452,Asimakis Fotilas,1006771435
2453,Spyridon Galinos,1089668131
2454,Nasos Iliopoulos,1106592503
2455,Ioannis Malachias,1114420316
2456,Theophilos Kamberidis,1110970525
2457,Stavros Karampelas,1104181536
2458,Ioanna Karyofylli,1056916313
2459,Giorgos Katiforis,1111751689
2460,Yannis Katsafados,1104181599
2461,Matthaios Kofidis,1102436898
2462,Georgios Kourtoglou,1114426821
2463,Failos Kranidiotis,1104132636
2464,Nikolaos Makris,1111030855
2465,Ismail Molla,1104133505
2466,Yannis Moralis (politician),1100915111
2467,Traianos Nallis,1114425452
2468,Theodoros Negris,1102675411
2469,Nicholas Yatromanolakis,1100089189
2470,Alketas Panagoulias,1104856286
2471,Yiannis Papadimitriou,1108494320
2472,Alekos Papadopoulos,1107126511
2473,Takis Papageorgopoulos,1105944213
2474,Fotis Perlikos,1104133452
2475,Avraham Rakanti,1072684407
2476,Vassilis Rotas,1102118708
2477,Neoklis Sarris,1104130544
2478,Simos Simopoulos,1105193105
2479,Sofoklis Avraam Choudaverdoglou-Theodotos,1114427010
2480,Christos Stefanopoulos,1012908864
2481,Fotini Dekazou Stefanopoulou,1098836353
2482,Georgios Tertsetis,1104880784
2483,Giannis Theonas,1098690964
2484,Theofanis Tombras,1114952556
2485,Eugenia Tsoumani-Spentza,1104132955
2486,Nikolaos Tsourouktsoglou,1114427025
2487,Spyridon Valettas,1110410508
2488,Leonidas Varouxis,980510556
2489,Nikitas Venizelos,1102875015
2490,Lysandros Vilaetis,1109867368
2491,Nikolaos Vilaetis,996226732
2492,Anestis Vlahos,1111524798
2493,Christos Zachopoulos,1104181728
2494,Konstantinos Zervas,1114964866
2495,Spiros Zournatzis,1110992544
2496,Francis Alexis,1106131084
2497,Gloria Banfield,1110309816
2498,Michael Church,1081369594
2499,George E. D. Clyne,1108379059
2500,John Watts (Grenadian politician),1108378504
2501,Aldana Sandoval,1016735357
2502,Bernardo Arévalo,1094016150
2503,Diego Arzú,994008639
2504,Roberto Arzú,1056615278
2505,Juan José de Aycinena y Piñol,1049450556
2506,Mariano de Aycinena y Piñol,1102014820
2507,José Francisco Barrundia,1103779590
2508,Luis Batres Juarros,1112182409
2509,José Batres Montúfar,1022252511
2510,Óscar Berger,1089285349
2511,Pedro Brolo,1081681567
2512,Ricardo Bueso,940020310
2513,Harold Caballeros,1099268106
2514,Jafeth Cabrera,1099270690
2515,Carlos Castillo Medrano,1015536139
2516,Guillermo Castillo Reyes,1099268320
2517,Álvaro Colom,1105560502
2518,Manuel Conde Orellana,1101960386
2519,Edwin Escobar Hill,1102909542
2520,Rafael Espada,1104658241
2521,Isaac Farchi,1079444582
2522,Juan Alfonso Fuentes Soria,1099270758
2523,Estuardo Galdámez,1079728548
2524,Jorge García Granados,1005789513
2525,Alejandro Giammattei,1114220020
2526,Joaquín Méndez,994237073
2527,Jonathan Menkos,1061130261
2528,José Milla y Vidaurre,1096499032
2529,Roberto Molina Barreto,988794061
2530,Pedro Molina Mazariegos,1085227843
2531,Luis Francisco Ortega Menaldo,1099693937
2532,Manuel Francisco Pavón Aycinena,1112182125
2533,Otto Pérez Molina,1109584660
2534,Samuel Pérez Álvarez,1053436126
2535,Guillermo Pineda,1113000081
2536,Ramiro Ponce Monroy,1070637606
2537,Alfonso Portillo,1108568192
2538,Mariano Rivera Paz,1111971102
2539,Rafael Spinola,1110719920
2540,Eduardo Stein,1106098519
2541,Manuel Villacorta,1099232298
2542,Najib Roger Accar,1112725055
2543,Thierno Aliou,1025501033
2544,Mahmoud Bah,1049369237
2545,Mamadou Boye Bah,1008440784
2546,Fodé Bangoura,1009816783
2547,Karim Bangoura,1073546958
2548,Mafory Bangoura,1113979706
2549,Barry III,1037294196
2550,Alpha Oumar Barry,1100306971
2551,Diawadou Barry,1112725061
2552,Ibrahima Sory Barry,1112725057
2553,Édouard Benjamin,1098226724
2554,Balla Camara,1112725063
2555,Bengaly Camara,1112725056
2556,Damantang Camara,1112724242
2557,Faraban Camara,1112725059
2558,Sekou Benna Camara,1009820042
2559,Zeinab Camara,1112724247
2560,Fode Cisse,1112725062
2561,Saliou Coumbassa,1112725065
2562,Moussa Diakité,1073455560
2563,Abdourahamane Diallo,1112725058
2564,Boubacar Yacine Diallo,935484538
2565,Mamadou Pathé Diallo,1073454394
2566,Siradiou Diallo,1112724249
2567,Yacine Diallo,1092557835
2568,Lansana Diané,1063277893
